job_id,title,company,location,industry,salary_min,salary_max,experience_level,experience_years_min,experience_years_max,company_size,employment_type,remote_option,required_skills,posted_date,application_deadline,source,data_collection_date,dataset_version,salary_avg,salary_category
JOB_0058,Full Stack Developer,Blibli,Makassar,Gaming,13000000,16000000,Mid,3.0,6.0,Startup (<50),Full-time,Hybrid,"Spring Boot, Express.js, React",2025-04-05 05:34:48.264502,2025-07-01 05:34:48.264502,generated,2025-05-27 05:34:48.519446,1.0,14500000.0,Senior (10-15M)
JOB_0059,Product Manager,Government Agency,Palembang,Government,9600000,14600000,Mid,3.0,6.0,Large (500+),Full-time,Remote,"Elasticsearch, Vue.js, PHP, Go, Nginx, Linux",2025-05-03 05:34:48.264502,2025-07-07 05:34:48.264502,generated,2025-05-27 05:34:48.519446,1.0,12100000.0,Mid (5-10M)
JOB_0060,Mobile Developer,Bank Digital,Yogyakarta,Education,4000000,8000000,Junior,0.0,2.0,Large (500+),Contract,Hybrid,"Git, Laravel, Spring Boot, Jenkins, MongoDB",2025-05-15 05:34:48.264502,2025-06-29 05:34:48.264502,generated,2025-05-27 05:34:48.519446,1.0,6000000.0,Entry (2-5M)
JOB_0061,Cloud Engineer,Gojek,Batam,Consulting,20000000,24000000,Senior,7.0,15.0,Startup (<50),Full-time,On-site,"Flask, Node.js, Django, Kubernetes, Nginx, PHP",2025-02-27 05:34:48.264502,2025-06-24 05:34:48.264502,generated,2025-05-27 05:34:48.519446,1.0,22000000.0,Expert (15M+)
JOB_0062,Data Analyst,Fintech Company,Bandung,Education,13200000,17200000,Mid,3.0,6.0,Large (500+),Full-time,On-site,"Spring Boot, Terraform, Vue.js, AWS, Go, JavaScript",2025-05-06 05:34:48.264502,2025-07-18 05:34:48.264502,generated,2025-05-27 05:34:48.519446,1.0,15200000.0,Senior (10-15M)
JOB_0063,Data Scientist,E-commerce Platform,Bandung,Government,11000000,16000000,Mid,3.0,6.0,Medium (50-500),Contract,Hybrid,"Python, Docker, Terraform, Git, Ruby, Laravel",2025-05-23 05:34:48.264502,2025-07-17 05:34:48.264502,generated,2025-05-27 05:34:48.519446,1.0,13500000.0,Senior (10-15M)
JOB_0064,Backend Developer,Bank Digital,Makassar,Healthcare,6000000,11000000,Junior,0.0,2.0,Startup (<50),Full-time,Hybrid,"Angular, React, MongoDB, C#, Redis, Vue.js",2025-04-12 05:34:48.264502,2025-07-05 05:34:48.264502,generated,2025-05-27 05:34:48.519446,1.0,8500000.0,Mid (5-10M)
JOB_0065,Cloud Engineer,Fintech Company,Yogyakarta,Food & Beverage,11000000,15000000,Mid,3.0,6.0,Large (500+),Full-time,Remote,"Vue.js, GCP, Terraform, Ruby, Express.js, React",2025-04-18 05:34:48.264502,2025-07-22 05:34:48.264502,generated,2025-05-27 05:34:48.519446,1.0,13000000.0,Senior (10-15M)
JOB_0066,Backend Developer,Shopee,Lampung,Government,17600000,20600000,Senior,7.0,15.0,Startup (<50),Full-time,On-site,"Git, PostgreSQL, Node.js, MySQL, C#, Python",2025-05-20 05:34:48.269523,2025-06-08 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,19100000.0,Expert (15M+)
JOB_0067,Database Administrator,Fintech Company,Bali,Gaming,16000000,18000000,Senior,7.0,15.0,Startup (<50),Full-time,On-site,"GCP, Spring Boot, MongoDB",2025-04-16 05:34:48.269523,2025-07-11 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,17000000.0,Expert (15M+)
JOB_0068,DevOps Engineer,Bank Digital,Bandung,Food & Beverage,8800000,11800000,Mid,3.0,6.0,Medium (50-500),Full-time,Hybrid,"MySQL, Python, Jenkins, Redis, Docker, Vue.js",2025-04-17 05:34:48.269523,2025-06-30 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,10300000.0,Mid (5-10M)
JOB_0069,Frontend Developer,Dana,Bandung,E-commerce,15400000,18400000,Mid,3.0,6.0,Medium (50-500),Full-time,Remote,"Python, Ruby, Django",2025-04-17 05:34:48.269523,2025-07-10 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,16900000.0,Expert (15M+)
JOB_0070,Mobile Developer,Blibli,Makassar,Transportation,4000000,9000000,Junior,0.0,2.0,Large (500+),Part-time,Hybrid,"PostgreSQL, Terraform, Nginx",2025-05-21 05:34:48.269523,2025-06-21 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,6500000.0,Entry (2-5M)
JOB_0071,Data Analyst,Fintech Company,Malang,Government,8000000,10000000,Mid,3.0,6.0,Startup (<50),Contract,Hybrid,"Docker, Linux, React, Angular",2025-03-18 05:34:48.269523,2025-06-11 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,9000000.0,Mid (5-10M)
JOB_0072,Frontend Developer,Traveloka,Bali,Consulting,8000000,10000000,Mid,3.0,6.0,Startup (<50),Full-time,On-site,"Git, PostgreSQL, Azure",2025-03-10 05:34:48.269523,2025-06-22 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,9000000.0,Mid (5-10M)
JOB_0073,Scrum Master,Shopee,Bali,Gaming,7000000,10000000,Junior,0.0,2.0,Large (500+),Full-time,Hybrid,"Angular, JavaScript, Kubernetes, Node.js",2025-05-19 05:34:48.269523,2025-06-04 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,8500000.0,Mid (5-10M)
JOB_0074,Data Scientist,E-commerce Platform,Medan,E-commerce,13000000,18000000,Mid,3.0,6.0,Startup (<50),Full-time,Hybrid,"Angular, Node.js, Spring Boot, Kubernetes",2025-04-19 05:34:48.269523,2025-06-22 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,15500000.0,Senior (10-15M)
JOB_0075,UI/UX Designer,Traveloka,Yogyakarta,Food & Beverage,10000000,15000000,Mid,3.0,6.0,Medium (50-500),Full-time,Hybrid,"Nginx, Flask, Ruby, JavaScript",2025-03-26 05:34:48.269523,2025-06-10 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,12500000.0,Mid (5-10M)
JOB_0076,UI/UX Designer,Government Agency,Jakarta,Consulting,8400000,12400000,Junior,0.0,2.0,Startup (<50),Full-time,Hybrid,"JavaScript, MySQL, Go",2025-03-19 05:34:48.269523,2025-06-10 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,10400000.0,Mid (5-10M)
JOB_0077,Product Manager,Fintech Company,Makassar,Gaming,28000000,30000000,Senior,7.0,15.0,Medium (50-500),Full-time,On-site,"Git, Spring Boot, Terraform, AWS",2025-03-18 05:34:48.269523,2025-06-29 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,29000000.0,Expert (15M+)
JOB_0078,Frontend Developer,E-commerce Platform,Medan,Media,12000000,15000000,Mid,3.0,6.0,Startup (<50),Full-time,On-site,"Spring Boot, Jenkins, Elasticsearch",2025-03-31 05:34:48.269523,2025-07-08 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,13500000.0,Senior (10-15M)
JOB_0079,Data Analyst,Blibli,Makassar,Gaming,7000000,12000000,Junior,0.0,2.0,Startup (<50),Full-time,Hybrid,"Kubernetes, Vue.js, Linux, AWS, Ruby",2025-05-01 05:34:48.269523,2025-06-29 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,9500000.0,Mid (5-10M)
JOB_0080,System Administrator,Healthcare Tech,Malang,Fintech,6000000,9000000,Junior,0.0,2.0,Large (500+),Full-time,On-site,"Node.js, Linux, Spring Boot",2025-04-15 05:34:48.269523,2025-07-06 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,7500000.0,Mid (5-10M)
JOB_0081,Security Engineer,Bank Digital,Palembang,Transportation,4800000,9800000,Junior,0.0,2.0,Large (500+),Full-time,On-site,"Spring Boot, Angular, Vue.js, GCP, Azure",2025-04-12 05:34:48.269523,2025-07-19 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,7300000.0,Entry (2-5M)
JOB_0082,Database Administrator,OVO,Medan,Transportation,19000000,21000000,Senior,7.0,15.0,Medium (50-500),Full-time,On-site,"MySQL, Jenkins, Redis, Ruby",2025-03-16 05:34:48.269523,2025-07-24 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,20000000.0,Expert (15M+)
JOB_0083,Software Developer,Dana,Jakarta,Healthcare,4800000,8800000,Junior,0.0,2.0,Large (500+),Full-time,Remote,"Django, C#, PHP, Ruby",2025-05-26 05:34:48.269523,2025-06-17 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,6800000.0,Entry (2-5M)
JOB_0084,Full Stack Developer,Grab,Bali,E-commerce,7000000,12000000,Junior,0.0,2.0,Large (500+),Full-time,On-site,"Git, Kubernetes, AWS, MongoDB",2025-05-19 05:34:48.269523,2025-06-25 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,9500000.0,Mid (5-10M)
JOB_0085,UI/UX Designer,OVO,Makassar,E-commerce,28000000,30000000,Senior,7.0,15.0,Medium (50-500),Part-time,Remote,"Java, Python, Kubernetes",2025-03-13 05:34:48.269523,2025-07-13 05:34:48.269523,generated,2025-05-27 05:34:48.519446,1.0,29000000.0,Expert (15M+)
